,Code,Product label,,,,,,,,,,,,HS6Desc,BEC5Code1
1317,630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",,,,,,,,,,,,"Cloths; floor cloths, dish-cloths, dusters and similar cleaning cloths",413202
1318,847759,Machinery for moulding or otherwise forming products from rubber or plastics (excluding injection-moulding ...,,,,,,,,,,,,"Machinery; for moulding or forming, for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",312020
1319,730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",,,,,,,,,,,,"Iron or steel (excluding cast iron); seamless, tubes, pipes and hollow profiles, seamless, n.e.c. in heading no. 7304",311220
1320,830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",,,,,,,,,,,,"Mountings, fittings and similar articles; suitable for other than buildings or furniture, of base metal",311220
1321,40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",,,,,,,,,,,,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)",111210
1322,80550,"Fresh or dried lemons """"Citrus limon, Citrus limonum"""" and limes """"Citrus aurantifolia, Citrus ...""",,,,,,,,,,,,"Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia , Citrus latifolia), fresh or dried",113101
1323,851310,Portable electrical lamps designed to function by their own source of energy,,,,,,,,,,,,"Lamps; portable, electric, designed to function by their own source of energy (excluding lighting equipment of heading no. 8512)",313202
1324,722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",,,,,,,,,,,,"Steel, alloy; wire, of materials other than silico-manganese steel",511210
1325,283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",,,,,,,,,,,,Carbonates; n.e.c. in heading no. 2836 and other than lithium or strontium,211220
1326,560313,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",,,,,,,,,,,,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)",411210
1327,902580,"Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, ...",,,,,,,,,,,,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments (excluding thermometers and barometers not combined with other instruments)",212
1328,620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",,,,,,,,,,,,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles; men's or boys', of cotton, other than those of heading no. 6203 (not knitted or crocheted)",413202
1329,841122,Turbopropellers of a power > 1.100 kW,,,,,,,,,,,,Turbo-propellers; of a power exceeding 1100kW,511220
1330,293361,Melamine,,,,,,,,,,,,"Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, melamine",211220
1331,392630,"Fittings for furniture, coachwork and the like, of plastics (excluding building components ...",,,,,,,,,,,,"Plastics; fittings for furniture, coachwork or the like",313202
1332,842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",,,,,,,,,,,,Spray guns and similar appliances,312010
1333,30612,"Frozen lobsters """"Homarus spp."""", even smoked, whether in shell or not, incl. lobsters in ...""",,,,,,,,,,,,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",113101
1334,811010,Unwrought antimony; antimony powders,,,,,,,,,,,,"Antimony and articles thereof; unwrought antimony, powders",311210
1335,30357,"Frozen swordfish """"Xiphias gladius""""""""",,,,,,,,,,,,"Fish; frozen, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101
1336,910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",,,,,,,,,,,,"Wrist-watches; (not electrically operated), (not automatic winding), whether or not incorporating a stop-watch facility, case of precious metal or of metal clad with precious metal",713202
1337,420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",,,,,,,,,,,,"Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",513202
1338,370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",,,,,,,,,,,,"Photographic plates and film; (for other than colour photography), in the flat, sensitised, unexposed, with no side exceeding 255mm, of any material other than paper, paperboard or textiles",611220
1339,722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",,,,,,,,,,,,"Steel, stainless; flat-rolled, width less than 600mm, cold-rolled",511210
1340,902140,Hearing aids (excluding parts and accessories),,,,,,,,,,,,Hearing aids (excluding parts and accessories),713202
1341,390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",,,,,,,,,,,,"Styrene polymers; acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",211210
1342,851130,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal ...,,,,,,,,,,,,Ignition or starting equipment; distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines,511220
1343,290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",,,,,,,,,,,,"Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",211220
1344,850650,Lithium cells and batteries (excluding spent),,,,,,,,,,,,"Cells and batteries; primary, lithium",313202
1345,410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",,,,,,,,,,,,"Leather; further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, other than leather of heading 41.14, whole hides and skins, grain splits",111210
1346,620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",,,,,,,,,,,,"Jackets and blazers; men's or boys', of wool or fine animal hair (not knitted or crocheted)",413202
1347,630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",,,,,,,,,,,,"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, not of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers",411220
1348,845121,"Drying machines, of a dry linen capacity <= 10 kg (excluding centrifugal driers)",,,,,,,,,,,,Drying machines; of a dry linen capacity not exceeding 10kg,313202
1349,731511,Roller chain of iron or steel,,,,,,,,,,,,"Chain; articulated link, roller, of iron or steel",311220
1350,721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...",,,,,,,,,,,,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils, of free-cutting steel",511210
1351,420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",,,,,,,,,,,,"Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of leather or of composition leather",513202
1352,720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",,,,,,,,,,,,"Iron or non-alloy steel; in coils, flat-rolled, of a width 600mm or more, hot-rolled, with patterns in relief",511210
1353,293628,"Vitamin E and its derivatives, used primarily as vitamins",,,,,,,,,,,,"Vitamins; vitamin E and its derivatives, unmixed",711210
1354,732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",,,,,,,,,,,,"Iron or steel; sanitary ware and parts thereof, excluding sinks, wash basins and baths",311220
1355,481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",,,,,,,,,,,,"Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight more than 150g/m2, for non-graphic purposes, in rolls or sheets",611220
1356,440139,"Sawdust and wood waste and scrap, agglomerated in logs or similar forms (excl. pellets and ...",,,,,,,,,,,,"Wood; for fuel, sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms; other than wood pellets",1111
1357,701820,Glass microspheres <= 1 mm in diameter,,,,,,,,,,,,Glass microspheres; not exceeding 1mm in diameter,711220
1358,520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",,,,,,,,,,,,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",411220
1359,190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes",,,,,,,,,,,,Food preparations; obtained by the swelling or roasting of cereals or cereal products,113201
1360,291531,Ethyl acetate,,,,,,,,,,,,Acids; saturated acyclic monocarboxylic acids; ethyl acetate,211220
1361,230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",,,,,,,,,,,,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",111210
1362,391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",,,,,,,,,,,,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes; in primary forms",211210
1363,840390,"Parts of central heating boilers, n.e.s.",,,,,,,,,,,,Boilers; parts of central heating boilers (excluding those of heading no. 8402),211210
1364,480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",,,,,,,,,,,,"Kraft paper and paperboard; uncoated, unbleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803",611210
1365,700231,"Tubes of fused quartz or other fused silica, unworked",,,,,,,,,,,,"Glass; unworked, in tubes, of fused quartz or other fused silica",311210
1366,846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",,,,,,,,,,,,"Machine-tools; bending, folding, straightening or flattening machines (including presses), numerically controlled, for working metal",212010
1367,630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",,,,,,,,,,,,"Tarpaulins, awnings and sunblinds; of synthetic fibres",411220
1368,842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",,,,,,,,,,,,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor",512010
1369,848710,Ships' or boats' propellers and blades therefor,,,,,,,,,,,,Ships' or boats' propellers and blades therefor,511220
1370,520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², ...",,,,,,,,,,,,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing not more than 100g/m2",411220
